input,target,prediction,target_length,levenshtein
N[C@H]1C[C@@H]2[C@]1(C2)C(=O)O,[NH3+]C1CC2CC12C([O-])=O,[NH3+]C12CC2C1C2C([O-])=O,24,3
N[C@H]1C[C@@H]2[C@]1(N2)C(=O)O,[NH3+]C1CC2NC12C([O-])=O,[NH3+]C12CC2C1C([O-])=O,24,3
N[C@H]1C[C@@H]2[C@]1(O2)C(=O)O,[NH3+]C1CC2OC12C([O-])=O,[NH3+]C12CC1C2C([O-])=O,24,4
N[C@H]1CN2[C@]1(C2)C(=O)O,[NH3+]C1CN2CC12C([O-])=O,[NH3+]C12CC2C1(N2)C([O-])=O,24,6
N[C@@H]1CC(=CC1)C(=O)O,[NH3+]C1CC=C(C1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,25,14
C[C@H]1N[CH][N][C@H]1C(=O)O,CC1NC=[NH+]C1C([O-])=O,CC1CC1C2=C(O)N=NO1,22,15
CN1CC=C[C@H]1C(=O)O,C[NH+]1CC=CC1C([O-])=O,CC1C2C([NH2+]C1)C([O-])=O,22,13
N[C@H]1CC=C[C@H]1C(=O)O,[NH3+]C1CC=CC1C([O-])=O,CC1C2C1[NH2+]C([O-])=O,23,12
N#CC=CCN=C=O.N,[NH3+]C1C[N-]C(=O)C1C#N,NC=[NH+]CC-]1C(C#N)C([O)=O,23,17
N[C@H]1CCC(=C1)C(=O)O,[NH3+]C1CCC(=C1)C([O-])=O,CC1(CC1C([NH3+])C([O-])=O)C([O,25,18
C[C@@H]1NC[C@H](C1)C(=O)O,CC1CC(C[NH2+]1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,5
C[C@H]1CC[C@@H](N1)C(=O)O,CC1CCC([NH2+]1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,5
C[C@@H]1C[C@H](NC1)C(=O)O,CC1C[NH2+]C(C1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,6
C[C@H]1CO[C@@H](O1)C(=N)N,CC1COC(O1)C(N)=N,CC1C([NH3+])C1C([O-])=O,16,14
CN1CC[C@@H](C1)C(=O)O,C[NH+]1CCC(C1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,23,12
O[C@H]1CN[C@@H](C1)C(=O)O,OC1C[NH2+]C(C1)C([O-])=O,[NH3+]C1CC1(O)C([O-])=O,24,9
C[C@]1(CC[C@H]1N)C(=O)O,CC1(CCC1[NH3+])C([O-])=O,CC1CC1(CC1[NH3+])C([O-])=O,24,3
C[C@]1(NC[C@H]1N)C(=O)O,CC1([NH2+]CC1N)C([O-])=O,CC1C(C1[NH3+])C([O-])=O,24,8
O[C@@H]1CN[C@@]1(C)C(=O)O,CC1([NH2+]CC1O)C([O-])=O,[NH3+]C1(CC1C(O)C1)C([O-])=O,24,13
C[C@]1(OC[C@H]1N)C(=O)O,CC1(OCC1[NH3+])C([O-])=O,CC1(C[NH3+])C1C([O-])=O,24,5
C[C@H]1CC[C@]1(N)C(=O)O,CC1CCC1([NH3+])C([O-])=O,CC1CC1(CC1[NH3+])C([O-])=O,24,4
C[C@@]1(NC[C@@H]1C)C(=O)O,CC1C[NH2+]C1(C)C([O-])=O,CC1CC1([NH3+])C1C([O-])=O,24,8
C[C@@]1(CN[C@@H]1C)C(=O)O,CC1[NH2+]CC1(C)C([O-])=O,CC1CC1([NH3+])C1C([O-])=O,24,9
C[C@H]1NC[C@]1(N)C(=O)O,CC1[NH2+]CC1(N)C([O-])=O,CC1C(C1[NH3+])C([O-])=O,24,10
C[C@H]1NC[C@]1(O)C(=O)O,CC1[NH2+]CC1(O)C([O-])=O,CC1(C[NH3+])C1C([O-])=O,24,7
C[C@H]1OC[C@]1(N)C(=O)O,CC1OCC1([NH3+])C([O-])=O,CC1(C[NH3+])C1C([O-])=O,24,6
O[C@@H]1CC[C@@]1(N)C(=O)O,[NH3+]C1(CCC1O)C([O-])=O,[NH3+]C1(CC1C(O)C1)C([O-])=O,24,5
N[C@]1(CC[C@H]1N)C(=O)O,NC1(CCC1[NH3+])C([O-])=O,CC1C(C1[NH3+])C([O-])=O,24,3
N[C@H]1CC[C@]1(O)C(=O)O,[NH3+]C1CCC1(O)C([O-])=O,CC1(C[NH3+])C1C([O-])=O,24,12
C[C@H]1CCN1CC(=O)O,CC1CC[NH+]1CC([O-])=O,CC1CCC1C([NH2+]1)C([O-])=O,21,6
C[C@H]1CN[C@H]1CC(=O)O,CC1C[NH2+]C1CC([O-])=O,CC1CC1CC([NH2+]1)C([O-])=O,22,7
O=C1OC[C@@H](C1)[C@H](N)C,CC1[NH2+]CC1CC([O-])=O,CC1CC([NH3+])C1C([O-])=O,22,6
CN1CC[C@H]1CC(=O)O,C[NH+]1CCC1CC([O-])=O,CC1CCC1C([NH2+]1)C([O-])=O,21,13
N[C@H]1CN[C@H]1CC(=O)O,NC1C[NH2+]C1CC([O-])=O,CC1CN1C(=N)OC=C1C,22,16
[NH3][CH]COC=C.O=C=O,[NH3+]C1COC1CC([O-])=O,[O-]C(=O)C[NH2+]C=COC=C1,22,19
OC(=O)C[C@@H]1NC[C@@H]1O,OC1C[NH2+]C1CC([O-])=O,[NH3+]C1CC1C(O)C1C([O-])=O,22,13
N[C@H]1CCC=C1C(=O)O,[NH3+]C1CCC=C1C([O-])=O,CC1C2C([NH2+]C1)C([O-])=O,23,14
N[C@H]1CNC=C1C(=O)O,[NH3+]C1CNC=C1C([O-])=O,N=C1NC=C(O1)C=CO,23,13
C[C@H]1CCN[C@H]1C(=O)O,CC1CC[NH2+]C1C([O-])=O,CC1CC1CC([NH2+]1)C([O-])=O,22,6
C[C@H]1CNC[C@H]1C(=O)O,CC1C[NH2+]CC1C([O-])=O,CC1CC1CC([NH2+]1)C([O-])=O,22,8
C[C@H]1NCC[C@H]1C(=O)O,CC1[NH2+]CCC1C([O-])=O,CC1CC1CC([NH2+]1)C([O-])=O,22,10
CN1CCC[C@H]1C(=O)O,C[NH+]1CCCC1C([O-])=O,CC1CCC1C([NH2+]1)C([O-])=O,21,13
N[C@H]1CCC[C@H]1C(=O)O,[NH3+]C1CCCC1C([O-])=O,CC1CC1CC([NH2+]1)C([O-])=O,22,14
N[C@H]1CCO[C@H]1C(=O)O,[NH3+]C1CCOC1C([O-])=O,[NH3+]C1CC1C(O)C1C([O-])=O,22,4
N[C@H]1COC[C@H]1C(=O)O,[NH3+]C1COCC1C([O-])=O,[NH3+]C1CC1C(O)C1C([O-])=O,22,5
O[C@H]1CCN[C@H]1C(=O)O,OC1CC[NH2+]C1C([O-])=O,[NH3+]C1CC1C(O)C1C([O-])=O,22,12
O[C@H]1CNC[C@H]1C(=O)O,OC1C[NH2+]CC1C([O-])=O,[NH3+]C1CC1C(O)C1C([O-])=O,22,13
CN=C(C(=O)C(=N)N)N,CN=C(N)C(=O)C(N)=N,NC(=N)C(=O)C(N)C(N)=N,18,7
C[CH]C(=[NH2])NC.O=C=O,C[NH+]=C(N)C(C)C([O-])=O,CC([NH3+])CC([O-])=O,24,10
N[CH]C(=[NH2])NC.O=C=O,C[NH+]=C(N)C(N)C([O-])=O,NC(=[NH2+])CC([O-])=O,24,11
CC(=NCC(=O)O)NC,C[NH+]=C(C)NCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,22,16
CNC(=N)CCC(=O)O,C[NH+]=C(N)CCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,22,15
CNC(=NCC(=O)O)N,C[NH+]=C(N)NCC([O-])=O,NC(=N)C(=O)CNC(N)=O,22,15
CN=C(C(=O)O)N=CN,CN=C(NC=[NH2+])C([O-])=O,NC(=N)NC(=O)CC(=O)C=O,24,15
CN=C(C(=N)N)OC=O,CN=C(OC=O)C(N)=N,NC(=N)NC(=O)CC(=O)C=O,16,11
CN[C]1C[C@@H]([N]1)C(=O)O,C[NH+]=C1CC(N1)C([O-])=O,CC1CC1([NH3+])C([O-])=O,24,12
CN[C]1[CH]CN1.O=C=O,C[NH+]=C1NCC1C([O-])=O,CN=C1OC=C(O)N=C1C,22,14
[NH2]=C[NH]=CC#C.O=C=O,NC=[NH+]C(C#C)C([O-])=O,N=C1OC=C(C=[NH2+])C#C,23,17
NC=NC(C(=O)O)(C)C,CC(C)([NH+]=CN)C([O-])=O,CC(C)(N)(C([NH3+])C([O-])=O)C(C)=O,24,16
C[C@H](N=CN)CC(=O)O,CC(CC([O-])=O)[NH+]=CN,CC(C)C([NH2+]C([O-])=O,22,14
CN1CC(=O)O[C@@H]1NC,C[NH+]=CN(C)CC([O-])=O,CC1[NH2+]CC1C([O-])=O,22,8
CN=CN(C(=N)N)C=O,CN=CN(C=O)C(N)=N,NC(=N)NC(=O)CCC(N)=N,16,8
N[C@@H]1OC(=O)C2(N1)CC2,NC=[NH+]C1(CC1)C([O-])=O,[NH3+]C1(CN1C2C2)C([O-])=O,24,9
CN[C@@H]1OC(=O)[C@H]2N1C2,C[NH+]=CN1CC1C([O-])=O,[NH3+]C1C2CC1C([O-])=O,22,6
NC=N[C@H]1C[C@H]1C(=O)O,NC=[NH+]C1CC1C([O-])=O,N=C1NC=C(O1)C=CO,22,13
NC=NCC#CC(=O)O,NC=[NH+]CC#CC([O-])=O,NC(=[NH2+])CC#CC([O-])=O,21,3
CNC=NC(=N)C(=O)O,C[NH+]=CNC(=N)C([O-])=O,NC(=N)NC(=O)C(C=O)CC1,23,15
CN=CNC(=O)C(=N)N,CN=CNC(=O)C(N)=N,NC(=N)NC(=O)CCC(N)=N,16,6
CN=COC(=O)C(=N)N,CN=COC(=O)C(N)=N,NC(=N)NC(=O)C(C=O)CC1,16,11
O=CC=C(CN=CN)O,NC=[NH+]CC(=O)[CH-]C=O,NC(=[NH2+])CCC([O-])=O,22,10
C[C@H](C(=O)O)CN[C]N,CC(C[NH+]=CN)C([O-])=O,CCC(C)C([NH3+])C([O-])=O,22,8
C[C@@H](C(=O)O)N=CNC,C[NH+]=CNC(C)C([O-])=O,CC(C)C([NH3+])C([O-])=O,22,11
N[C@@H](C(=O)O)CN=CN,NC=[NH+]CC(N)C([O-])=O,CC(N)C(=[NH2+])C([O-])=O,22,10
N[C@H]1NC[C@H](C(=O)O1)O,NC=[NH+]CC(O)C([O-])=O,NC1=C(O)OC(=N)O1,22,14
CN[C]NCCC(=O)O,C[NH+]=CNCCC([O-])=O,CCCC([NH2+]CCC([O-])=O)CN1,20,12
CCC#CC(=O)C(=N)N,CCC#CC(=O)C(N)=N,NC(=N)C(C#C)C(=O)C#C,16,12
NC(=N)C(=O)C#CCO,NC(=N)C(=O)C#CCO,NC(=N)C(=O)C#CC(O)C#N,16,5
C#C[C](C#C[CH2])C#N.N,[NH3+]CC#C[C-](C#C)C#N,CC#CCCC1(C#N)C(=N)C#N,22,14
N#C[C](C#C[CH2])C#N.N,[NH3+]CC#C[C-](C#N)C#N,NC#CC(=N)C#C#N,22,13
C[C@H](C(=O)O)C#CCN,CC(C#CC[NH3+])C([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,10
CCC#C[C@H](C(=O)O)N,CCC#CC([NH3+])C([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,10
OCC#C[C@@H](C(=O)O)N,[NH3+]C(C#CCO)C([O-])=O,[NH3+]C(C#C)C(O)C([O-])=O,23,2
NCC#C[C@H](C(=O)O)O,[NH3+]CC#CC(O)C([O-])=O,[NH3+]C(C#C)C(O)C([O-])=O,23,2
NCC#CCCC(=O)O,[NH3+]CC#CCCC([O-])=O,[NH3+]CCC#CC([O-])=O)CC#C,21,7
CCC(=O)C(=O)C(=N)N,CCC(=O)C(=O)C(N)=N,NC(=N)C(=O)C(C)C(C)=O,18,9
CNC(=N)C(=O)C(=N)N,CNC(=N)C(=O)C(N)=N,NC(=N)C(=O)C(N)C(N)=N,18,5
CNC(=O)C(=O)C(=N)N,CNC(=O)C(=O)C(N)=N,NC(=N)C(=O)C(N)C(N)=O,18,7
COC(=O)C(=O)C(=N)N,COC(=O)C(=O)C(N)=N,NC(=N)C(=O)C(O)C(=O)C(O)CO,18,12
OCC(=O)C(=O)C(=N)N,NC(=N)C(=O)C(=O)CO,NC(=N)C(=O)C(O)C(=O)C(O)CO,18,8
CN(C(=N)N)C(=O)CO,CN(C(N)=N)C(=O)CO,NC(=N)C(=O)C(N)C(N)C(N)=O,17,13
C[CH]C(=[NH2])NC.O=C=O,CNC(=[NH2+])C(C)C([O-])=O,CC([NH3+])CC([O-])=O,25,6
N[CH]C(=[NH2])NC.O=C=O,CNC(=[NH2+])C(N)C([O-])=O,NC(=[NH2+])CC([O-])=O,25,4
CNC(=O)[C@H](C(=O)O)N,CNC(=O)C([NH3+])C([O-])=O,CC(O)C(=O)C(N)C(N)=N,25,13
CN(C(=N)N)C(=O)OC,COC(=O)N(C)C(N)=N,NC(=N)C(=O)C(N)C(N)C(N)=O,17,11
CO[C](N1C[C@H]1C#C)[NH],COC(=N)N1CC1C#C,N=C1OC(CCC1C#N)C1C,15,11
CO[C](N1C[C@H]1C#N)[NH],COC(=N)N1CC1C#N,N=C1NC(C#N)C1C#C,15,10
[NH][C](N1C[C@H]1C#C)CO,OCC(=N)N1CC1C#C,N=C1OC(CCC1C#N)C1C,15,12
[NH][C](N1C[C@H]1C#N)CO,OCC(=N)N1CC1C#N,N=C1NC(C#N)C1C#C,15,10
CO[C](N1C[C@H]1C=O)[NH],COC(=N)N1CC1C=O,CC1CC2=C(O)N=NO1,15,13
[NH][C](N1C[C@H]1C=O)CO,OCC(=N)N1CC1C=O,CC1CC2=C(O)N=NO1,15,13
NCC(=NC(=O)C#N)N,[NH3+]CC(=N)[N-]C(=O)C#N,NC(=N)N(C#N)C(C#N)C#N,24,15
NCC(=NC(=N)C#N)O,[NH3+]CC(=O)[N-]C(=N)C#N,NC(=N)N(C#N)C(C#N)C#N,24,15
C[C@H](C#N)N=C(CN)O,CC([N-]C(=O)C[NH3+])C#N,CC(N)C(C#N)C(N)C#N,23,11
CCC(=NCC(=O)O)N,CCC(=[NH2+])NCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,23,9
CNC(=N)CCC(=O)O,CNC(=[NH2+])CCC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,23,10
CNC(=NCC(=O)O)N,CNC(=[NH2+])NCC([O-])=O,NC(=N)C(=O)CNC(N)=O,23,13
COC(=NCC(=O)O)N,COC(=[NH2+])NCC([O-])=O,NC(=N)C(=O)COC(O)CO,23,14
NC(=NCC(=O)O)CN,NCC(=[NH2+])NCC([O-])=O,NC(=N)C(=O)CNC(N)=O,23,13
NCC(=NCC(=O)O)O,[NH3+]CC(=O)NCC([O-])=O,NC(=N)C(=O)COC(O)CO,23,12
OCC(=NCC(=O)O)N,OCC(=[NH2+])NCC([O-])=O,NC(=N)C(=O)COC(O)CO,23,14
CC#C[C@H](C(=O)O)CN,CC#CC(C[NH3+])C([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,10
CN[C@H](C(=O)O)C#CC,C[NH2+]C(C#CC)C([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,6
CC[CH]C(=[NH2])N.O=C=O,CCC(C(N)=[NH2+])C([O-])=O,CC([NH3+])CC([O-])=O,25,8
CN[CH]C(=[NH2])N.O=C=O,CNC(C(N)=[NH2+])C([O-])=O,NC(=[NH2+])CC([O-])=O,25,6
CO[CH]C(=[NH2])N.O=C=O,COC(C(N)=[NH2+])C([O-])=O,NC(=[NH2+])CC([O-])=O,25,7
OC[CH]C(=[NH2])N.O=C=O,NC(=[NH2+])C(CO)C([O-])=O,NC(=[NH2+])CC([O-])=O,25,4
NC[C@@H](C(=O)O)C(=O)N,NC(=O)C(C[NH3+])C([O-])=O,CC(O)C(N)([NH3+])C([O-])=O,25,5
NC[C@@H](C(=O)O)C(C)C,CC(C)C(C[NH3+])C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,24,5
OC[C@@H](C(=O)O)[C@H](N)C,CC([NH3+])C(CO)C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,1
NC[C@@H](C(=O)O)[C@H](O)C,CC(O)C(C[NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,9
CC[C@H](C(=O)O)N(C)C,CCC([NH+](C)C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,23,6
OC[C@@H](C(=O)O)N(C)C,C[NH+](C)C(CO)C([O-])=O,CC([NH3+])C(C)C(O)C([O-])=O,23,6
CN[C@H](C(=O)O)C(C)C,C[NH2+]C(C(C)C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,24,11
CN[C@H](C(=O)O)[C@H](O)C,C[NH2+]C(C(C)O)C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,7
CO[C@H](C(=O)O)[C@H](N)C,COC(C(C)[NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,9
C[C@](C(=O)O)(C#C)CN,CC(C[NH3+])(C#C)C([O-])=O,CC(C#C)([NH3+])C(C)([O-])=O,25,7
N#CC(=C)C.O=C=O.N,CC(C[NH3+])(C#N)C([O-])=O,NC(=[NH2+])CC(C#C)C([O-])=O,25,6
CC[C@](C(=O)O)(C#C)N,CCC([NH3+])(C#C)C([O-])=O,CC(C#C)([NH3+])C(C)([O-])=O,25,7
CC[C@](C(=N)N)(C#N)O,CCC(O)(C#N)C(N)=N,CC(C)(N)(C#N)C(N)C(N)=O,17,8
C[C@@](C(=O)O)(C#C)NC,C[NH2+]C(C)(C#C)C([O-])=O,CC(C)([NH3+])C(C#C)C([O-])=O,25,9
C[C@@](C(=N)N)(C#N)OC,COC(C)(C#N)C(N)=N,CC(C)(N)(C#N)C(N)C(N)=O,17,9
NC(=N)[C@](C#N)(CO)O,NC(=N)C(O)(CO)C#N,NC(C#N)(C)([NH3+])(C#N)C([O-])=O,17,20
OC[C@@](C(=O)O)(C#C)N,[NH3+]C(CO)(C#C)C([O-])=O,CC([NH3+])(C#C)C(O)C([O-])=O,25,9
N[C@](C(=O)O)(C#C)CN,NC(C[NH3+])(C#C)C([O-])=O,CC(C#N)(C)([NH3+])C([O-])=O,25,12
NC[C@](C(=O)O)(C#C)O,[NH3+]CC(O)(C#C)C([O-])=O,CC([NH3+])(C#C)C(O)C([O-])=O,25,10
NC[C@](C(=N)N)(C#N)O,NCC(O)(C#N)C(N)=N,NC(C)(N)(C#N)C(N)C(N)=N)C(N),17,12
OC[C@](CC(=O)O)(N)C,CC([NH3+])(CO)CC([O-])=O,CC(C)([NH3+])C(C(O)C)C([O-])=O,24,6
C[C@@](CN)(CC(=O)O)O,CC(O)(C[NH3+])CC([O-])=O,CC(C)([NH3+])C(C)(O)C([O-])=O,24,8
C[C@@](CC)(CC(=O)O)N,CCC(C)([NH3+])CC([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,24,5
NC[C@@](C(=O)O)(CO)C,CC(C[NH3+])(CO)C([O-])=O,CC(C)([NH3+])C(C)(O)C([O-])=O,24,5
CC[C@](C(=O)O)(CN)C,CCC(C)(C[NH3+])C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,24,7
CC[C@](C(=O)O)(NC)C,CCC(C)([NH2+]C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,24,6
CCC(C(=O)O)(CC)N,CCC([NH3+])(CC)C([O-])=O,CC(C)(C)(C)([NH3+])C(C)C([O-])=O,24,10
CC[C@](C(=O)O)(CN)N,CCC(N)(C[NH3+])C([O-])=O,CC(C)C([NH3+])C(N)C([O-])=O,24,8
CC[C@](C(=O)O)(CO)N,CCC([NH3+])(CO)C([O-])=O,CC(C)([NH3+])C(C(O)C)C([O-])=O,24,6
CC[C@](C(=O)O)(CN)O,CCC(O)(C[NH3+])C([O-])=O,CC(C)([NH3+])C(C(O)C)C([O-])=O,24,11
CN[C@](C(=O)O)(CO)C,C[NH2+]C(C)(CO)C([O-])=O,CC(C)([NH3+])C(C(O)C)C([O-])=O,24,11
C[C@](C(=O)O)(OC)CN,COC(C)(C[NH3+])C([O-])=O,CC(C)([NH3+])C(C(O)C)C([O-])=O,24,10
OCC(C(=O)O)(CO)N,[NH3+]C(CO)(CO)C([O-])=O,CC(O)(C([NH3+])(CO)C([O-])=O,24,12
NC[C@@](C(=O)O)(CO)N,NC(C[NH3+])(CO)C([O-])=O,CC([NH3+])C(N)C(O)C([O-])=O,24,6
NC[C@](C(=O)O)(CO)O,[NH3+]CC(O)(CO)C([O-])=O,CC(O)(C([NH3+])(O)C([O-])=O,24,13
CCC(=NCC(=O)O)N,CCC(N)=[NH+]CC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,22,8
CC(=NCC(=O)O)NC,CNC(C)=[NH+]CC([O-])=O,CCC(N)(C([NH2+])CC([O-])=O)=O,22,10
CNC(=NCC(=O)O)N,CNC(N)=[NH+]CC([O-])=O,NC(=N)C(=O)CNC(N)=O,22,13
COC(=NCC(=O)O)N,COC(N)=[NH+]CC([O-])=O,NC(=N)C(=O)COC(O)CO,22,14
OCC(=NCC(=O)O)N,NC(CO)=[NH+]CC([O-])=O,NC(=N)C(=O)COC(O)CO,22,13
NC(=NCC(=O)O)CN,NCC(N)=[NH+]CC([O-])=O,NC(=N)C(=O)CNC(N)=O,22,13
CC[C@H](C#CC(=O)O)N,CCC([NH3+])C#CC([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,4
C[C@@H](C#CC(=O)O)NC,C[NH2+]C(C)C#CC([O-])=O,CC([NH3+])C#C(C)C([O-])=O,23,8
OC[C@@H](C#CC(=O)O)N,[NH3+]C(CO)C#CC([O-])=O,[NH3+]C(C#C)C(O)C([O-])=O,23,5
N[C@H](C#CC(=O)O)CN,NC(C[NH3+])C#CC([O-])=O,CC([NH3+])C(C#N)C([O-])=O,23,6
C[C@H](C(=O)C(=N)N)CO,CC(CO)C(=O)C(N)=N,CC(C)C([NH3+])C([O-])=O,17,12
C[C@@H](C(=O)C(=N)N)CC,CCC(C)C(=O)C(N)=N,CC(C)C(C)([NH3+])C([O-])=O,17,15
CC[C@H](C(=O)C(=N)N)O,CCC(O)C(=O)C(N)=N,CC(C)C([NH3+])C([O-])=O,17,13
CN(C(=O)C(=N)N)CC,CCN(C)C(=O)C(N)=N,CC(C)(N)C(=N)C(N)=O,17,6
C[C@@H](C(=O)C(=N)N)OC,COC(C)C(=O)C(N)=N,CC(C)C([NH3+])C([O-])=O,17,12
NC(=N)C(=O)[C@H](CO)O,NC(=N)C(=O)C(O)CO,CC(O)C(=O)C(N)C(N)=N,17,9
NCC=C(C#N)C#N.N,NC(C[NH3+])[C-](C#N)C#N,CCC#NC(N)C(N)C#N)C#N,23,11
NC[C@@H]([C@@H](C(=O)O)C)N,CC(C([NH3+])CN)C([O-])=O,CC(C)C([NH3+])C([O-])=O,24,5
OC[C@@H]([C@@H](C(=O)O)C)N,CC(C([NH3+])CO)C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,4
NC[C@@H]([C@@H](C(=O)O)C)O,CC(C(O)C[NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,9
NC[C@@H]([C@H](C(=O)O)C)C,CC(C[NH3+])C(C)C([O-])=O,CCC(C)C([NH3+])C([O-])=O,24,8
OC[C@@H]([C@H](C(=O)O)N)C,CC(CO)C([NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,9
CC[C@H]([C@H](C(=O)O)N)C,CCC(C)C([NH3+])C([O-])=O,CCC(C)C([NH3+])C([O-])=O,24,0
CC[C@H]([C@H](C(=O)O)C)N,CCC([NH3+])C(C)C([O-])=O,CCC(C)C([NH3+])C([O-])=O,24,8
CC[C@H]([C@H](C(=O)O)N)N,CCC([NH3+])C(N)C([O-])=O,CC(C)C([NH3+])C([O-])=O,24,7
CC[C@H]([C@H](C(=O)O)O)N,CCC([NH3+])C(O)C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,2
CC[C@H]([C@H](C(=O)O)N)O,CCC(O)C([NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,9
CCN([C@H](C(=O)O)C)C,CC[NH+](C)C(C)C([O-])=O,CC(C)C([NH3+])C(C)C([O-])=O,23,8
CN[C@H]([C@H](C(=O)O)N)C,C[NH2+]C(C)C(N)C([O-])=O,CC(C)C([NH3+])C([O-])=O,24,11
CN[C@H]([C@H](C(=O)O)O)C,C[NH2+]C(C)C(O)C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,7
CO[C@H]([C@H](C(=O)O)N)C,COC(C)C([NH3+])C([O-])=O,CC([NH3+])C(C)C([O-])=O,24,9
OC[C@@H]([C@@H](C(=O)O)N)O,[NH3+]C(C(O)CO)C([O-])=O,[NH3+]C(C(O)C(O)C([O-])=O,24,1
OC[C@@H]([C@@H](C(=O)O)N)N,NC(C([NH3+])CO)C([O-])=O,CC([NH3+])C(O)C([O-])=O,24,3
OC[C@@H]([C@H](C(=O)O)O)N,[NH3+]C(CO)C(O)C([O-])=O,CC([NH3+])C(O)C([O-])=O,24,7
NC[C@H]([C@H](C(=O)O)O)N,NCC([NH3+])C(O)C([O-])=O,CC([NH3+])C(O)C([O-])=O,24,1
NC[C@H]([C@H](C(=O)O)O)O,[NH3+]CC(O)C(O)C([O-])=O,CC([NH3+])C(O)C([O-])=O,24,7
C[C@H](NC(=O)C#N)CN,CC(C[NH3+])[N-]C(=O)C#N,CC(N)C(C#N)C(N)C#N,23,12
C[C@@H](CN)CCC(=O)O,CC(C[NH3+])CCC([O-])=O,CCC(C)C([NH3+])C([O-])=O,22,6
C[C@H](NCC(=O)O)CN,CC(CN)[NH2+]CC([O-])=O,CCC([NH3+])C(C)C([O-])=O,22,8
C[C@H](OCC(=O)O)CN,CC(C[NH3+])OCC([O-])=O,CC([NH3+])C(CO)C([O-])=O,22,5
OC[C@@H](NCC(=O)O)C,CC(CO)[NH2+]CC([O-])=O,CC([NH3+])C(CO)C([O-])=O,22,9
C[C@@H](NCC(=O)O)CC,CCC(C)[NH2+]CC([O-])=O,CCC(C)C([NH3+])C([O-])=O,22,4
CC[C@H](CCC(=O)O)N,CCC([NH3+])CCC([O-])=O,CCC(C)C([NH3+])C([O-])=O,22,6
CN(CC)CCC(=O)O,CC[NH+](C)CCC([O-])=O,CCC(C)([NH2+]CCC([O-])=O)C(C)=O,21,16
C[C@H](NC)CCC(=O)O,C[NH2+]C(C)CCC([O-])=O,CCC(C)C([NH3+])C([O-])=O,22,13
OC[C@@H](CCC(=O)O)N,[NH3+]C(CO)CCC([O-])=O,CC([NH3+])C(CO)C([O-])=O,22,6
N[C@H](CN)CCC(=O)O,NCC([NH3+])CCC([O-])=O,CCC([NH3+])C(C)C([O-])=O,22,3
CC[C@H](C(=O)O)[C@H]1CN1,CCC(C1C[NH2+]1)C([O-])=O,CC1CC([NH3+])C1C([O-])=O,24,8
CN[C@H](C(=O)O)C1CC1,C[NH2+]C(C1CC1)C([O-])=O,CC1(CC1CC([NH3+])C([O-])=O,24,13
CN[C@H](C(=O)O)[C@H]1CN1,C[NH2+]C(C1CN1)C([O-])=O,CC1C(N1C([NH3+])C([O-])=O,24,12
CN[C@H](C(=O)O)[C@H]1CO1,C[NH2+]C(C1CO1)C([O-])=O,CC1C([NH3+])C1C([O-])=O,24,11
NC[C@H](C(=O)O)C1CC1,[NH3+]CC(C1CC1)C([O-])=O,CC1(CC1CC([NH3+])C([O-])=O,24,13
NC[C@H](C(=O)O)[C@H]1CN1,[NH3+]CC(C1CN1)C([O-])=O,CC1C(N1C([NH3+])C([O-])=O,24,13
NC[C@H](C(=O)O)[C@H]1CO1,[NH3+]CC(C1CO1)C([O-])=O,CC1C([NH3+])C1C([O-])=O,24,12
